year,economy,economycode,regionwb,female,age,educ,inc_q,urbanicity,account,merchantpay_dig,pay_utilities,anydigpayment,internet_use,con1
2024,Sierra Leone,SLE,Sub-Saharan Africa (excluding high income),1,35,1,2.0,0.0,0,0.0,4,0.0,0,0.0
2024,"Congo, Rep.",COG,Sub-Saharan Africa (excluding high income),0,26,2,5.0,1.0,1,0.0,2,1.0,1,1.0
2024,Thailand,THA,East Asia & Pacific (excluding high income),1,15,1,4.0,0.0,1,1.0,2,1.0,1,1.0
2024,Serbia,SRB,Europe & Central Asia (excluding high income),0,45,2,4.0,0.0,1,1.0,1,1.0,1,1.0
2024,Ethiopia,ETH,Sub-Saharan Africa (excluding high income),1,25,2,3.0,0.0,1,0.0,4,0.0,0,1.0
2024,Tajikistan,TJK,Europe & Central Asia (excluding high income),0,20,1,5.0,0.0,1,0.0,2,0.0,1,1.0
2024,Mauritania,MRT,Sub-Saharan Africa (excluding high income),0,60,1,5.0,1.0,1,0.0,3,1.0,1,1.0
2024,Peru,PER,Latin America & Caribbean (excluding high income),0,33,2,4.0,1.0,1,1.0,1,1.0,1,1.0
2024,Dominican Republic,DOM,Latin America & Caribbean (excluding high income),0,31,2,4.0,1.0,1,1.0,2,1.0,1,1.0
2024,Kosovo,XKX,Europe & Central Asia (excluding high income),0,77,2,4.0,1.0,1,0.0,1,1.0,1,1.0
2024,Sierra Leone,SLE,Sub-Saharan Africa (excluding high income),1,32,1,4.0,0.0,1,0.0,4,0.0,0,1.0
2024,Bosnia and Herzegovina,BIH,Europe & Central Asia (excluding high income),1,51,2,2.0,0.0,1,1.0,2,0.0,1,1.0
2024,Thailand,THA,East Asia & Pacific (excluding high income),1,61,2,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Burkina Faso,BFA,Sub-Saharan Africa (excluding high income),1,32,1,1.0,0.0,1,1.0,2,1.0,0,1.0
2024,Nicaragua,NIC,Latin America & Caribbean (excluding high income),1,23,2,5.0,1.0,0,0.0,4,0.0,1,1.0
2024,Turkiye,TUR,Europe & Central Asia (excluding high income),1,72,1,3.0,0.0,1,0.0,4,1.0,0,0.0
2024,South Africa,ZAF,Sub-Saharan Africa (excluding high income),1,22,2,1.0,1.0,1,1.0,4,1.0,1,1.0
2024,Cameroon,CMR,Sub-Saharan Africa (excluding high income),1,52,2,5.0,1.0,1,0.0,1,1.0,1,1.0
2024,Zimbabwe,ZWE,Sub-Saharan Africa (excluding high income),0,19,2,4.0,0.0,1,0.0,4,0.0,1,1.0
2024,Albania,ALB,Europe & Central Asia (excluding high income),1,84,1,2.0,1.0,0,0.0,2,0.0,0,0.0
2024,"Venezuela, RB",VEN,Latin America & Caribbean (excluding high income),0,25,2,2.0,1.0,1,1.0,4,1.0,1,1.0
2024,West Bank and Gaza,PSE,Middle East & North Africa (excluding high income),0,34,1,1.0,1.0,0,0.0,2,0.0,1,1.0
2024,Pakistan,PAK,South Asia,1,60,1,1.0,0.0,0,0.0,4,0.0,0,0.0
2024,Brazil,BRA,Latin America & Caribbean (excluding high income),1,22,2,5.0,1.0,1,1.0,1,1.0,1,1.0
2024,Ecuador,ECU,Latin America & Caribbean (excluding high income),0,21,2,5.0,1.0,1,1.0,4,1.0,1,1.0
2024,Jordan,JOR,Middle East & North Africa (excluding high income),0,18,2,3.0,1.0,0,0.0,2,0.0,1,1.0
2024,Zimbabwe,ZWE,Sub-Saharan Africa (excluding high income),1,50,2,1.0,1.0,0,0.0,2,0.0,1,1.0
2024,Guatemala,GTM,Latin America & Caribbean (excluding high income),0,73,1,2.0,0.0,0,0.0,2,0.0,0,0.0
2024,Kyrgyz Republic,KGZ,Europe & Central Asia (excluding high income),1,42,2,4.0,0.0,1,1.0,1,1.0,1,1.0
2024,Nicaragua,NIC,Latin America & Caribbean (excluding high income),0,16,2,2.0,0.0,1,1.0,3,1.0,0,0.0
2024,Bulgaria,BGR,Europe & Central Asia (excluding high income),0,66,1,1.0,0.0,1,1.0,2,1.0,0,0.0
2024,Burkina Faso,BFA,Sub-Saharan Africa (excluding high income),1,41,1,2.0,0.0,0,0.0,4,0.0,0,0.0
2024,Lao PDR,LAO,East Asia & Pacific (excluding high income),1,58,1,3.0,0.0,0,0.0,2,0.0,0,1.0
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),0,22,2,3.0,0.0,1,1.0,1,1.0,1,1.0
2024,Mali,MLI,Sub-Saharan Africa (excluding high income),0,26,2,5.0,0.0,1,0.0,1,1.0,1,1.0
2024,Morocco,MAR,Middle East & North Africa (excluding high income),0,75,1,3.0,1.0,1,0.0,2,0.0,0,1.0
2024,Cambodia,KHM,East Asia & Pacific (excluding high income),0,28,1,2.0,0.0,0,0.0,2,0.0,1,1.0
2024,Brazil,BRA,Latin America & Caribbean (excluding high income),0,74,1,5.0,1.0,1,0.0,3,0.0,1,1.0
2024,Cote d'Ivoire,CIV,Sub-Saharan Africa (excluding high income),1,32,2,5.0,1.0,0,0.0,4,0.0,1,1.0
2024,Cote d'Ivoire,CIV,Sub-Saharan Africa (excluding high income),0,33,2,5.0,1.0,1,1.0,1,1.0,1,1.0
2024,Kosovo,XKX,Europe & Central Asia (excluding high income),0,83,1,4.0,0.0,1,0.0,2,1.0,1,1.0
2024,Azerbaijan,AZE,Europe & Central Asia (excluding high income),1,62,2,5.0,1.0,1,1.0,2,0.0,1,1.0
2024,Benin,BEN,Sub-Saharan Africa (excluding high income),0,32,3,5.0,1.0,1,1.0,1,1.0,1,1.0
2024,Uganda,UGA,Sub-Saharan Africa (excluding high income),1,23,2,3.0,0.0,1,1.0,1,1.0,1,1.0
2024,Bolivia,BOL,Latin America & Caribbean (excluding high income),0,63,3,5.0,1.0,1,1.0,1,1.0,1,0.0
2024,Cameroon,CMR,Sub-Saharan Africa (excluding high income),0,24,2,3.0,0.0,0,0.0,4,0.0,0,1.0
2024,Pakistan,PAK,South Asia,1,28,2,4.0,1.0,0,0.0,4,0.0,0,1.0
2024,Armenia,ARM,Europe & Central Asia (excluding high income),1,56,2,5.0,1.0,1,0.0,4,1.0,1,1.0
2024,Kenya,KEN,Sub-Saharan Africa (excluding high income),0,27,2,4.0,0.0,1,1.0,1,1.0,1,1.0
2024,Armenia,ARM,Europe & Central Asia (excluding high income),0,40,2,1.0,0.0,1,0.0,2,1.0,1,1.0
2024,Armenia,ARM,Europe & Central Asia (excluding high income),1,20,3,1.0,0.0,0,0.0,4,0.0,1,1.0
2024,Georgia,GEO,Europe & Central Asia (excluding high income),1,35,2,4.0,1.0,1,0.0,1,1.0,1,1.0
2024,Liberia,LBR,Sub-Saharan Africa (excluding high income),1,21,2,5.0,1.0,1,0.0,4,1.0,1,1.0
2024,Malaysia,MYS,East Asia & Pacific (excluding high income),0,58,3,5.0,1.0,1,1.0,1,1.0,1,1.0
2024,Moldova,MDA,Europe & Central Asia (excluding high income),0,18,2,5.0,0.0,0,0.0,4,0.0,0,1.0
2024,Cameroon,CMR,Sub-Saharan Africa (excluding high income),1,18,2,3.0,1.0,1,0.0,1,1.0,1,1.0
2024,Nicaragua,NIC,Latin America & Caribbean (excluding high income),0,40,3,5.0,0.0,0,0.0,4,0.0,1,1.0
2024,Sri Lanka,LKA,South Asia,1,61,1,3.0,1.0,0,0.0,2,0.0,0,1.0
2024,Sri Lanka,LKA,South Asia,1,59,1,4.0,0.0,1,0.0,4,1.0,0,1.0
2024,Zambia,ZMB,Sub-Saharan Africa (excluding high income),1,74,1,1.0,0.0,1,0.0,4,1.0,0,1.0
2024,Serbia,SRB,Europe & Central Asia (excluding high income),0,39,2,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Senegal,SEN,Sub-Saharan Africa (excluding high income),0,31,2,2.0,0.0,0,0.0,4,0.0,1,1.0
2024,North Macedonia,MKD,Europe & Central Asia (excluding high income),1,66,2,3.0,1.0,1,1.0,1,1.0,1,1.0
2024,Gabon,GAB,Sub-Saharan Africa (excluding high income),1,26,2,2.0,1.0,1,0.0,1,1.0,1,1.0
2024,Bangladesh,BGD,South Asia,0,17,2,4.0,0.0,0,0.0,4,0.0,1,1.0
2024,Zambia,ZMB,Sub-Saharan Africa (excluding high income),1,50,3,5.0,1.0,1,1.0,4,1.0,1,1.0
2024,Bulgaria,BGR,Europe & Central Asia (excluding high income),1,77,2,3.0,1.0,1,0.0,2,1.0,0,1.0
2024,Sierra Leone,SLE,Sub-Saharan Africa (excluding high income),0,27,2,3.0,0.0,0,0.0,4,0.0,0,1.0
2024,Guatemala,GTM,Latin America & Caribbean (excluding high income),0,67,1,4.0,1.0,1,0.0,2,1.0,1,1.0
2024,Bangladesh,BGD,South Asia,0,22,2,2.0,0.0,1,0.0,1,1.0,1,1.0
2024,Montenegro,MNE,Europe & Central Asia (excluding high income),1,23,2,5.0,0.0,1,1.0,4,1.0,1,1.0
2024,Zambia,ZMB,Sub-Saharan Africa (excluding high income),0,36,2,4.0,0.0,1,1.0,4,1.0,0,1.0
2024,Uzbekistan,UZB,Europe & Central Asia (excluding high income),0,38,3,5.0,1.0,1,1.0,3,1.0,1,1.0
2024,Azerbaijan,AZE,Europe & Central Asia (excluding high income),1,26,2,3.0,1.0,0,0.0,4,0.0,1,1.0
2024,Mexico,MEX,Latin America & Caribbean (excluding high income),1,38,2,4.0,1.0,1,1.0,1,1.0,1,1.0
2024,Cameroon,CMR,Sub-Saharan Africa (excluding high income),1,38,1,2.0,0.0,0,0.0,4,0.0,0,0.0
2024,Guinea,GIN,Sub-Saharan Africa (excluding high income),0,16,1,4.0,1.0,0,0.0,2,0.0,0,1.0
2024,Brazil,BRA,Latin America & Caribbean (excluding high income),1,42,1,1.0,1.0,1,0.0,4,1.0,1,1.0
2024,Mongolia,MNG,East Asia & Pacific (excluding high income),1,55,2,3.0,1.0,1,1.0,4,1.0,1,1.0
2024,Sierra Leone,SLE,Sub-Saharan Africa (excluding high income),1,50,1,1.0,0.0,0,0.0,4,0.0,0,0.0
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),0,17,2,1.0,0.0,1,0.0,4,1.0,0,0.0
2024,Comoros,COM,Sub-Saharan Africa (excluding high income),1,29,2,1.0,0.0,1,0.0,2,0.0,1,1.0
2024,Argentina,ARG,Latin America & Caribbean (excluding high income),1,59,2,5.0,1.0,1,0.0,1,1.0,1,1.0
2024,Mozambique,MOZ,Sub-Saharan Africa (excluding high income),1,28,2,1.0,0.0,0,0.0,4,0.0,1,1.0
2024,Uganda,UGA,Sub-Saharan Africa (excluding high income),0,25,2,5.0,1.0,1,0.0,4,1.0,1,1.0
2024,North Macedonia,MKD,Europe & Central Asia (excluding high income),1,67,1,1.0,0.0,1,0.0,4,0.0,0,1.0
2024,Lebanon,LBN,Middle East & North Africa (excluding high income),1,21,2,1.0,0.0,0,0.0,4,0.0,1,1.0
2024,Honduras,HND,Latin America & Caribbean (excluding high income),1,30,1,1.0,0.0,0,0.0,4,0.0,0,0.0
2024,Gabon,GAB,Sub-Saharan Africa (excluding high income),0,54,2,3.0,0.0,1,0.0,4,1.0,0,1.0
2024,Uzbekistan,UZB,Europe & Central Asia (excluding high income),0,50,2,2.0,0.0,1,1.0,2,1.0,0,1.0
2024,Guatemala,GTM,Latin America & Caribbean (excluding high income),1,25,2,5.0,1.0,1,1.0,1,1.0,1,1.0
2024,Togo,TGO,Sub-Saharan Africa (excluding high income),0,36,2,4.0,0.0,1,0.0,4,1.0,0,1.0
2024,Armenia,ARM,Europe & Central Asia (excluding high income),0,19,2,1.0,1.0,0,0.0,4,0.0,1,1.0
2024,Kyrgyz Republic,KGZ,Europe & Central Asia (excluding high income),0,41,2,2.0,0.0,1,1.0,1,1.0,1,1.0
2024,North Macedonia,MKD,Europe & Central Asia (excluding high income),0,70,1,4.0,0.0,1,1.0,3,1.0,1,1.0
2024,"Congo, Rep.",COG,Sub-Saharan Africa (excluding high income),1,35,1,1.0,0.0,1,0.0,4,1.0,0,1.0
2024,Ethiopia,ETH,Sub-Saharan Africa (excluding high income),0,42,2,4.0,0.0,1,0.0,4,1.0,0,1.0
2024,Uzbekistan,UZB,Europe & Central Asia (excluding high income),0,38,3,5.0,0.0,1,1.0,2,1.0,1,1.0
2024,Nicaragua,NIC,Latin America & Caribbean (excluding high income),1,47,2,2.0,1.0,1,0.0,4,1.0,1,1.0
2024,Lao PDR,LAO,East Asia & Pacific (excluding high income),0,41,1,2.0,0.0,0,0.0,2,0.0,1,1.0
2024,Uganda,UGA,Sub-Saharan Africa (excluding high income),0,27,2,2.0,0.0,1,0.0,4,1.0,1,1.0
2024,Comoros,COM,Sub-Saharan Africa (excluding high income),0,19,2,2.0,1.0,0,0.0,4,0.0,0,1.0
2024,Sierra Leone,SLE,Sub-Saharan Africa (excluding high income),0,42,1,5.0,0.0,0,0.0,4,0.0,0,0.0
2024,India,IND,South Asia,1,29,1,3.0,0.0,1,0.0,4,1.0,0,0.0
2024,Kazakhstan,KAZ,Europe & Central Asia (excluding high income),1,64,2,3.0,0.0,1,0.0,4,1.0,0,1.0
2024,Peru,PER,Latin America & Caribbean (excluding high income),1,32,2,5.0,1.0,1,1.0,4,1.0,1,1.0
2024,Bosnia and Herzegovina,BIH,Europe & Central Asia (excluding high income),1,26,3,3.0,1.0,1,1.0,1,1.0,1,1.0
2024,Brazil,BRA,Latin America & Caribbean (excluding high income),1,72,1,3.0,1.0,0,0.0,4,0.0,0,0.0
2024,Gabon,GAB,Sub-Saharan Africa (excluding high income),1,15,2,2.0,1.0,0,0.0,4,0.0,0,0.0
2024,"Congo, Dem. Rep.",COD,Sub-Saharan Africa (excluding high income),0,25,2,4.0,0.0,1,0.0,4,1.0,0,0.0
2024,Mali,MLI,Sub-Saharan Africa (excluding high income),1,25,1,1.0,0.0,0,0.0,4,0.0,0,0.0
2024,Kosovo,XKX,Europe & Central Asia (excluding high income),1,45,1,2.0,0.0,0,0.0,4,0.0,1,1.0
2024,Gabon,GAB,Sub-Saharan Africa (excluding high income),0,38,2,3.0,1.0,1,1.0,1,1.0,1,1.0
2024,North Macedonia,MKD,Europe & Central Asia (excluding high income),1,67,2,4.0,1.0,1,1.0,1,1.0,1,1.0
2024,Nigeria,NGA,Sub-Saharan Africa (excluding high income),1,32,1,1.0,0.0,0,0.0,4,0.0,0,1.0
2024,Liberia,LBR,Sub-Saharan Africa (excluding high income),1,44,1,3.0,1.0,1,0.0,2,1.0,0,1.0
2024,Tunisia,TUN,Middle East & North Africa (excluding high income),0,51,1,4.0,0.0,1,0.0,2,0.0,0,1.0
2024,Viet Nam,VNM,East Asia & Pacific (excluding high income),0,40,2,5.0,0.0,1,0.0,1,1.0,1,1.0
2024,South Africa,ZAF,Sub-Saharan Africa (excluding high income),0,33,2,5.0,1.0,1,1.0,4,1.0,1,1.0
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),0,30,1,1.0,0.0,0,0.0,4,0.0,1,1.0
2024,Serbia,SRB,Europe & Central Asia (excluding high income),1,68,2,4.0,0.0,1,1.0,2,1.0,1,1.0
2024,Lebanon,LBN,Middle East & North Africa (excluding high income),0,31,2,4.0,1.0,0,0.0,4,0.0,1,1.0
2024,Tunisia,TUN,Middle East & North Africa (excluding high income),1,50,2,2.0,1.0,0,0.0,4,0.0,1,1.0
2024,Turkiye,TUR,Europe & Central Asia (excluding high income),0,28,2,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Madagascar,MDG,Sub-Saharan Africa (excluding high income),0,18,1,4.0,0.0,0,0.0,4,0.0,0,1.0
2024,Sierra Leone,SLE,Sub-Saharan Africa (excluding high income),0,30,1,3.0,0.0,1,1.0,4,1.0,0,1.0
2024,Bangladesh,BGD,South Asia,0,28,1,3.0,1.0,0,0.0,2,0.0,1,1.0
2024,Kazakhstan,KAZ,Europe & Central Asia (excluding high income),1,56,3,4.0,0.0,1,1.0,1,1.0,1,1.0
2024,Lao PDR,LAO,East Asia & Pacific (excluding high income),0,70,1,1.0,0.0,0,0.0,2,0.0,1,1.0
2024,Uganda,UGA,Sub-Saharan Africa (excluding high income),1,18,2,4.0,1.0,1,0.0,1,1.0,1,0.0
2024,Ecuador,ECU,Latin America & Caribbean (excluding high income),1,50,2,5.0,0.0,0,0.0,4,0.0,1,1.0
2024,Malaysia,MYS,East Asia & Pacific (excluding high income),1,30,2,2.0,1.0,1,0.0,4,1.0,1,1.0
2024,Namibia,NAM,Sub-Saharan Africa (excluding high income),0,40,2,5.0,0.0,1,0.0,4,1.0,0,0.0
2024,"Congo, Rep.",COG,Sub-Saharan Africa (excluding high income),1,42,2,5.0,1.0,1,0.0,4,1.0,1,1.0
2024,"Congo, Dem. Rep.",COD,Sub-Saharan Africa (excluding high income),1,17,2,4.0,1.0,0,0.0,4,0.0,0,0.0
2024,Philippines,PHL,East Asia & Pacific (excluding high income),0,53,1,1.0,1.0,0,0.0,2,0.0,0,0.0
2024,"Congo, Dem. Rep.",COD,Sub-Saharan Africa (excluding high income),0,17,1,2.0,0.0,0,0.0,4,0.0,0,0.0
2024,Nepal,NPL,South Asia,1,24,2,2.0,0.0,0,0.0,4,0.0,0,1.0
2024,Mali,MLI,Sub-Saharan Africa (excluding high income),0,45,1,1.0,0.0,0,0.0,4,0.0,0,0.0
2024,Viet Nam,VNM,East Asia & Pacific (excluding high income),1,19,2,4.0,0.0,1,1.0,4,1.0,1,1.0
2024,Romania,ROU,High income,1,50,3,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Mongolia,MNG,East Asia & Pacific (excluding high income),1,38,2,4.0,1.0,1,1.0,1,1.0,1,1.0
2024,Ecuador,ECU,Latin America & Caribbean (excluding high income),1,20,2,4.0,0.0,1,0.0,2,1.0,1,1.0
2024,Mozambique,MOZ,Sub-Saharan Africa (excluding high income),0,36,2,3.0,0.0,1,0.0,4,1.0,0,1.0
2024,Pakistan,PAK,South Asia,1,35,1,1.0,0.0,0,0.0,4,0.0,0,0.0
2024,Morocco,MAR,Middle East & North Africa (excluding high income),1,21,2,1.0,1.0,0,0.0,4,0.0,0,1.0
2024,Lebanon,LBN,Middle East & North Africa (excluding high income),0,50,2,1.0,0.0,0,0.0,2,0.0,1,1.0
2024,Colombia,COL,Latin America & Caribbean (excluding high income),0,56,2,4.0,1.0,1,1.0,2,1.0,1,1.0
2024,El Salvador,SLV,Latin America & Caribbean (excluding high income),0,15,1,4.0,1.0,0,0.0,4,0.0,1,1.0
2024,"Venezuela, RB",VEN,Latin America & Caribbean (excluding high income),0,27,3,3.0,1.0,1,1.0,1,1.0,1,1.0
2024,Guatemala,GTM,Latin America & Caribbean (excluding high income),1,67,1,3.0,0.0,0,0.0,2,0.0,0,1.0
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),0,36,1,4.0,0.0,1,0.0,1,1.0,0,1.0
2024,Argentina,ARG,Latin America & Caribbean (excluding high income),0,60,2,5.0,1.0,1,1.0,1,1.0,1,1.0
2024,Viet Nam,VNM,East Asia & Pacific (excluding high income),0,21,3,5.0,1.0,1,1.0,4,1.0,1,1.0
2024,Indonesia,IDN,East Asia & Pacific (excluding high income),0,57,2,5.0,1.0,1,0.0,2,1.0,1,1.0
2024,Turkiye,TUR,Europe & Central Asia (excluding high income),0,22,2,5.0,1.0,1,1.0,4,1.0,1,1.0
2024,Viet Nam,VNM,East Asia & Pacific (excluding high income),0,21,1,1.0,0.0,0,0.0,4,0.0,1,1.0
2024,Romania,ROU,High income,1,47,1,3.0,1.0,1,0.0,2,1.0,1,1.0
2024,Costa Rica,CRI,Latin America & Caribbean (excluding high income),0,39,2,3.0,1.0,1,1.0,4,1.0,1,1.0
2024,Tajikistan,TJK,Europe & Central Asia (excluding high income),1,51,2,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Pakistan,PAK,South Asia,0,40,1,5.0,1.0,0,0.0,2,0.0,0,1.0
2024,Colombia,COL,Latin America & Caribbean (excluding high income),0,63,1,2.0,0.0,0,0.0,2,0.0,1,1.0
2024,Colombia,COL,Latin America & Caribbean (excluding high income),0,15,1,5.0,1.0,0,0.0,4,0.0,1,1.0
2024,North Macedonia,MKD,Europe & Central Asia (excluding high income),1,25,2,5.0,1.0,1,1.0,4,1.0,1,1.0
2024,"Gambia, The",GMB,Sub-Saharan Africa (excluding high income),0,33,1,2.0,1.0,0,0.0,4,0.0,0,0.0
2024,El Salvador,SLV,Latin America & Caribbean (excluding high income),0,52,1,1.0,0.0,1,0.0,4,0.0,0,1.0
2024,Nigeria,NGA,Sub-Saharan Africa (excluding high income),0,22,2,4.0,0.0,1,1.0,4,1.0,1,1.0
2024,Tunisia,TUN,Middle East & North Africa (excluding high income),0,28,3,4.0,1.0,1,0.0,2,1.0,1,1.0
2024,Serbia,SRB,Europe & Central Asia (excluding high income),1,71,2,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Zambia,ZMB,Sub-Saharan Africa (excluding high income),1,68,1,2.0,0.0,0,0.0,4,0.0,0,0.0
2024,Zimbabwe,ZWE,Sub-Saharan Africa (excluding high income),1,40,2,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Zimbabwe,ZWE,Sub-Saharan Africa (excluding high income),1,20,2,5.0,0.0,0,0.0,2,0.0,1,1.0
2024,Kazakhstan,KAZ,Europe & Central Asia (excluding high income),0,19,2,3.0,0.0,1,1.0,4,1.0,1,1.0
2024,Mexico,MEX,Latin America & Caribbean (excluding high income),1,29,2,1.0,1.0,0,0.0,2,0.0,1,1.0
2024,Kyrgyz Republic,KGZ,Europe & Central Asia (excluding high income),0,51,2,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Serbia,SRB,Europe & Central Asia (excluding high income),0,65,3,3.0,1.0,1,1.0,1,1.0,1,1.0
2024,Colombia,COL,Latin America & Caribbean (excluding high income),0,32,2,4.0,1.0,1,0.0,2,1.0,1,1.0
2024,Bangladesh,BGD,South Asia,0,50,1,4.0,0.0,1,0.0,2,0.0,0,1.0
2024,Mali,MLI,Sub-Saharan Africa (excluding high income),0,23,2,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Mexico,MEX,Latin America & Caribbean (excluding high income),1,47,2,3.0,0.0,1,1.0,2,1.0,1,0.0
2024,India,IND,South Asia,0,50,1,4.0,1.0,1,1.0,4,1.0,1,1.0
2024,El Salvador,SLV,Latin America & Caribbean (excluding high income),1,19,2,4.0,0.0,0,0.0,4,0.0,1,1.0
2024,Panama,PAN,High income,1,57,2,2.0,1.0,1,0.0,4,1.0,0,1.0
2024,Indonesia,IDN,East Asia & Pacific (excluding high income),0,70,1,1.0,1.0,0,0.0,2,0.0,0,0.0
2024,Mozambique,MOZ,Sub-Saharan Africa (excluding high income),0,32,1,3.0,1.0,1,1.0,4,1.0,0,1.0
2024,Bangladesh,BGD,South Asia,0,20,2,5.0,1.0,0,0.0,4,0.0,1,1.0
2024,Serbia,SRB,Europe & Central Asia (excluding high income),0,35,2,3.0,0.0,1,1.0,1,1.0,1,1.0
2024,Zambia,ZMB,Sub-Saharan Africa (excluding high income),1,28,2,1.0,1.0,1,0.0,1,1.0,1,1.0
2024,Bangladesh,BGD,South Asia,0,35,2,1.0,0.0,0,0.0,4,0.0,0,1.0
2024,Indonesia,IDN,East Asia & Pacific (excluding high income),1,30,1,1.0,0.0,1,0.0,2,1.0,1,1.0
2024,Tajikistan,TJK,Europe & Central Asia (excluding high income),0,60,2,3.0,0.0,1,0.0,3,0.0,0,1.0
2024,Argentina,ARG,Latin America & Caribbean (excluding high income),0,16,2,3.0,0.0,1,1.0,4,1.0,1,1.0
2024,Kosovo,XKX,Europe & Central Asia (excluding high income),0,57,2,4.0,1.0,0,0.0,2,0.0,1,1.0
2024,Kazakhstan,KAZ,Europe & Central Asia (excluding high income),0,48,2,5.0,0.0,1,1.0,1,1.0,1,1.0
2024,Tanzania,TZA,Sub-Saharan Africa (excluding high income),1,32,1,3.0,0.0,0,0.0,4,0.0,0,1.0
2024,Uganda,UGA,Sub-Saharan Africa (excluding high income),1,25,2,3.0,1.0,1,1.0,1,1.0,0,1.0
2024,Cameroon,CMR,Sub-Saharan Africa (excluding high income),1,25,2,3.0,1.0,1,0.0,4,1.0,1,1.0
2024,Azerbaijan,AZE,Europe & Central Asia (excluding high income),0,48,2,3.0,0.0,0,0.0,2,0.0,1,1.0
2024,Argentina,ARG,Latin America & Caribbean (excluding high income),1,30,2,2.0,0.0,1,0.0,2,0.0,1,1.0
2024,Kyrgyz Republic,KGZ,Europe & Central Asia (excluding high income),1,48,2,3.0,0.0,1,1.0,1,1.0,1,1.0
2024,Sierra Leone,SLE,Sub-Saharan Africa (excluding high income),1,25,1,5.0,1.0,0,0.0,4,0.0,0,0.0
2024,South Africa,ZAF,Sub-Saharan Africa (excluding high income),1,67,2,4.0,1.0,1,1.0,2,1.0,1,1.0
2024,Uzbekistan,UZB,Europe & Central Asia (excluding high income),0,47,2,3.0,0.0,1,0.0,2,0.0,1,1.0
2024,Gabon,GAB,Sub-Saharan Africa (excluding high income),0,70,1,4.0,1.0,1,0.0,1,1.0,0,1.0
2024,Argentina,ARG,Latin America & Caribbean (excluding high income),1,24,2,5.0,1.0,1,1.0,4,1.0,1,1.0
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),1,34,2,1.0,0.0,1,0.0,4,1.0,0,0.0
2024,Guinea,GIN,Sub-Saharan Africa (excluding high income),0,58,1,4.0,0.0,0,0.0,4,0.0,0,1.0
2024,Romania,ROU,High income,0,66,2,4.0,0.0,1,1.0,1,1.0,1,1.0
2024,Malawi,MWI,Sub-Saharan Africa (excluding high income),1,62,1,2.0,0.0,0,0.0,4,0.0,0,1.0
2024,Mozambique,MOZ,Sub-Saharan Africa (excluding high income),0,33,2,4.0,1.0,1,1.0,1,1.0,1,1.0
2024,Togo,TGO,Sub-Saharan Africa (excluding high income),0,30,2,4.0,1.0,1,0.0,4,1.0,1,1.0
2024,Madagascar,MDG,Sub-Saharan Africa (excluding high income),0,24,1,5.0,0.0,0,0.0,4,0.0,0,0.0
2024,Bangladesh,BGD,South Asia,1,40,1,1.0,0.0,1,0.0,4,0.0,0,0.0
2024,"Congo, Rep.",COG,Sub-Saharan Africa (excluding high income),1,37,2,1.0,1.0,0,0.0,4,0.0,0,1.0
2024,Botswana,BWA,Sub-Saharan Africa (excluding high income),0,24,2,5.0,1.0,1,0.0,4,0.0,1,1.0
2024,India,IND,South Asia,0,38,2,2.0,0.0,1,1.0,2,1.0,1,1.0
2024,Eswatini,SWZ,Sub-Saharan Africa (excluding high income),0,34,1,4.0,0.0,1,0.0,4,1.0,0,1.0
2024,Namibia,NAM,Sub-Saharan Africa (excluding high income),0,20,2,1.0,0.0,0,0.0,4,0.0,1,1.0
2024,Albania,ALB,Europe & Central Asia (excluding high income),1,29,1,3.0,0.0,0,0.0,4,0.0,0,1.0
2024,Panama,PAN,High income,1,35,2,5.0,1.0,1,1.0,1,1.0,1,1.0
2024,Tajikistan,TJK,Europe & Central Asia (excluding high income),1,54,2,5.0,1.0,0,0.0,4,0.0,1,1.0
2024,Bolivia,BOL,Latin America & Caribbean (excluding high income),1,64,1,2.0,0.0,0,0.0,4,0.0,0,0.0
2024,Zambia,ZMB,Sub-Saharan Africa (excluding high income),0,24,2,5.0,1.0,1,1.0,1,1.0,1,1.0
2024,Nicaragua,NIC,Latin America & Caribbean (excluding high income),0,35,2,5.0,0.0,0,0.0,4,0.0,1,1.0
2024,"Congo, Dem. Rep.",COD,Sub-Saharan Africa (excluding high income),0,16,2,2.0,0.0,0,0.0,4,0.0,1,1.0
2024,"Egypt, Arab Rep.",EGY,Middle East & North Africa (excluding high income),0,58,2,5.0,0.0,1,0.0,4,1.0,1,1.0
2024,Botswana,BWA,Sub-Saharan Africa (excluding high income),1,45,2,2.0,1.0,0,0.0,4,0.0,0,1.0
